1	2326384.0000000000
2	2313282.0000000000
3	2301192.0000000000
4	2301192.0000000000
5	2300147.0000000000
6	2298248.0000000000
7	2298248.0000000000
8	2297457.0000000000
9	2295959.0000000000
10	2295959.0000000000
11	2294833.0000000000
12	2294833.0000000000
13	2293815.0000000000
14	2291933.0000000000
15	2291681.0000000000
16	2291681.0000000000
17	2291642.0000000000
18	2290879.0000000000
19	2290879.0000000000
20	2290824.0000000000
21	2290439.0000000000
22	2290439.0000000000
23	2290098.0000000000
24	2290074.0000000000
25	2290074.0000000000
26	2289649.0000000000
27	2288259.0000000000
28	2288259.0000000000
29	2287898.0000000000
30	2287898.0000000000
31	2287828.0000000000
32	2287748.0000000000
33	2287524.0000000000
34	2287524.0000000000
35	2287456.0000000000
36	2287337.0000000000
37	2287300.0000000000
38	2287300.0000000000
39	2287106.0000000000
40	2287080.0000000000
41	2287080.0000000000
42	2287005.0000000000
43	2286964.0000000000
44	2286964.0000000000
45	2286928.0000000000
46	2286928.0000000000
47	2286882.0000000000
48	2286882.0000000000
49	2286814.0000000000
50	2286786.0000000000
51	2286786.0000000000
52	2286782.0000000000
53	2286745.0000000000
54	2286733.0000000000
55	2286733.0000000000
56	2286711.0000000000
57	2286707.0000000000
58	2286707.0000000000
59	2286703.0000000000
60	2286700.0000000000
61	2286688.0000000000
62	2286683.0000000000
63	2286674.0000000000
64	2286672.0000000000
65	2286672.0000000000
66	2286672.0000000000
67	2286667.0000000000
68	2286667.0000000000
69	2286662.0000000000
70	2286642.0000000000
71	2286642.0000000000
72	2286622.0000000000
73	2286618.0000000000
74	2286587.0000000000
75	2286587.0000000000
76	2286582.0000000000
77	2286582.0000000000
78	2286578.0000000000
79	2286572.0000000000
80	2286554.0000000000
81	2286554.0000000000
82	2286554.0000000000
83	2286550.0000000000
84	2286550.0000000000
85	2286548.0000000000
86	2286548.0000000000
87	2286547.0000000000
88	2286545.0000000000
89	2286544.0000000000
90	2286543.0000000000
91	2286541.0000000000
92	2286540.0000000000
93	2286536.0000000000
94	2286534.0000000000
95	2286532.0000000000
96	2286292.0000000000
97	2286292.0000000000
98	2286292.0000000000
99	2286292.0000000000
100	2286292.0000000000
