1	2356487.000000
2	2314536.000000
3	2314536.000000
4	2288752.000000
5	2287592.000000
6	2287525.000000
7	2287293.000000
8	2286851.000000
9	2286722.000000
10	2286722.000000
11	2286722.000000
12	2286722.000000
13	2286702.000000
14	2286702.000000
15	2286702.000000
16	2286702.000000
17	2286702.000000
18	2286702.000000
19	2286702.000000
20	2286702.000000
21	2286702.000000
22	2286702.000000
23	2286702.000000
24	2286702.000000
25	2286702.000000
26	2286702.000000
27	2286702.000000
28	2286702.000000
29	2286702.000000
30	2286702.000000
31	2286702.000000
32	2286702.000000
33	2286702.000000
34	2286702.000000
35	2286702.000000
36	2286702.000000
37	2286702.000000
38	2286702.000000
39	2286702.000000
40	2286645.000000
41	2286645.000000
42	2286645.000000
43	2286645.000000
44	2286645.000000
45	2286645.000000
46	2286645.000000
47	2286645.000000
48	2286645.000000
49	2286645.000000
50	2286645.000000
51	2286645.000000
52	2286645.000000
53	2286645.000000
54	2286645.000000
55	2286645.000000
56	2286645.000000
57	2286645.000000
58	2286645.000000
59	2286645.000000
60	2286645.000000
61	2286645.000000
62	2286645.000000
63	2286645.000000
64	2286645.000000
65	2286645.000000
66	2286645.000000
67	2286645.000000
68	2286618.000000
69	2286618.000000
70	2286576.000000
71	2286576.000000
72	2286576.000000
73	2286576.000000
74	2286554.000000
75	2286554.000000
76	2286554.000000
77	2286554.000000
78	2286554.000000
79	2286554.000000
80	2286554.000000
81	2286554.000000
82	2286554.000000
83	2286554.000000
84	2286554.000000
85	2286554.000000
86	2286554.000000
87	2286554.000000
88	2286554.000000
89	2286554.000000
90	2286554.000000
91	2286554.000000
92	2286554.000000
93	2286554.000000
94	2286554.000000
95	2286554.000000
96	2286554.000000
97	2286554.000000
98	2286554.000000
99	2286554.000000
100	2286461.000000
